Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Year,Month,Day,Temperature_orig,Humidity_orig,Wind_Speed_orig,Soil_Quality_orig
Corn,Clay,6.25,23,77,11,72.0,55.00000000000001,40.0,49,2020,4,18,23.46177992249969,76.53822007750031,11.10987621305621,48.70833333333333
Soybean,Loamy,6.5,30,70,10,63.0,60.0,55.00000000000001,59,2015,8,14,29.75208950883807,70.24791049116193,9.591628509457747,59.333333333333336
Sunflower,Clay,6.25,23,77,9,60.0,55.00000000000001,44.0,46,2022,4,6,22.705126268807096,77.29487373119291,8.657544482848802,46.375
Potato,Sandy,6.75,42,58,15,55.00000000000001,40.0,27.0,36,2022,7,21,41.92924530048298,58.07075469951702,15.403039992135218,35.58333333333333
Cotton,Saline,8.0,26,74,10,71.5,60.50000000000001,54.0,16,2015,5,27,25.950143970385337,74.04985602961466,9.865940795679432,15.5
Tomato,Peaty,5.5,25,75,7,55.0,40.5,35.0,22,2016,3,28,24.73509230051649,75.2649076994835,6.767112829988159,21.75
Sunflower,Clay,6.25,23,77,13,60.0,55.00000000000001,44.0,46,2018,5,28,23.40393415552903,76.59606584447097,13.232932981948688,46.375
Sunflower,Peaty,5.5,18,80,8,55.0,49.50000000000001,38.5,24,2019,1,10,17.505472358023912,80.0,8.426303137199827,23.83333333333333
Sunflower,Clay,6.25,31,69,13,60.0,55.00000000000001,44.0,46,2023,8,23,30.55973578622592,69.44026421377407,12.634815603689823,46.375
Wheat,Peaty,5.5,27,73,14,60.50000000000001,45.0,31.5,23,2019,7,17,27.439089548067805,72.56091045193219,14.366691460700023,22.83333333333333
Wheat,Clay,6.25,29,71,14,66.0,50.0,36.0,44,2015,8,2,28.80151873341233,71.19848126658766,14.064803162255076,44.33333333333333
Rice,Loamy,6.5,14,80,9,91.0,72.0,55.00000000000001,73,2014,1,16,14.257242974964752,80.0,8.777619587094204,72.66666666666667
Sugarcane,Saline,8.0,19,80,8,84.5,66.0,54.0,17,2023,4,29,19.308450480577,80.0,8.026690375018196,17.041666666666668
Cotton,Loamy,6.5,41,59,5,77.0,66.0,60.0,68,2018,6,9,40.89350726680629,59.10649273319371,5.003572297112807,67.66666666666667
Barley,Loamy,6.5,27,73,10,70.0,60.0,50.0,60,2021,9,4,27.4057116316194,72.5942883683806,9.836200516458762,60.0
Soybean,Clay,6.25,25,75,13,54.0,50.0,44.0,43,2020,5,13,24.76233615706297,75.23766384293702,12.706479296168032,43.16666666666667
Wheat,Clay,6.25,22,78,10,66.0,50.0,36.0,44,2019,7,19,21.864222757272795,78.1357772427272,9.778889022309864,44.33333333333333
Cotton,Saline,8.0,25,75,14,71.5,60.50000000000001,54.0,16,2022,4,18,24.56612432661496,75.43387567338505,14.001112358503772,15.5
Sunflower,Loamy,6.5,24,76,12,70.0,66.0,55.00000000000001,64,2017,11,1,23.855602931375024,76.14439706862498,11.695793345394982,63.66666666666666
Wheat,Saline,8.0,25,75,9,71.5,55.0,40.5,14,2017,11,30,24.962473277727213,75.03752672227279,9.096202612349964,13.916666666666666
Sugarcane,Sandy,6.75,21,79,13,65.0,48.0,36.0,43,2018,11,29,21.13692543622865,78.86307456377135,13.215446570537445,43.45833333333333
Rice,Clay,6.25,10,80,9,78.0,60.0,44.0,53,2016,9,12,10.30098838986054,80.0,9.384830050111878,53.08333333333333
Soybean,Saline,8.0,25,75,9,58.5,55.0,49.50000000000001,14,2014,2,24,24.785318202708204,75.2146817972918,9.27575676873938,13.583333333333334
Rice,Loamy,6.5,19,80,9,91.0,72.0,55.00000000000001,73,2022,10,7,18.604857759784405,80.0,9.495268683359736,72.66666666666667
Sunflower,Peaty,5.5,18,80,7,55.0,49.50000000000001,38.5,24,2022,12,12,17.8977699230105,80.0,7.13458112632744,23.83333333333333
Sugarcane,Sandy,6.75,18,80,11,65.0,48.0,36.0,43,2020,11,24,17.99837927395167,80.0,11.189543114767575,43.45833333333333
Potato,Clay,6.25,19,80,6,66.0,50.0,36.0,44,2021,9,29,19.392006831468027,80.0,6.453880654667905,44.33333333333333
Rice,Peaty,5.5,28,72,12,71.5,54.0,38.5,27,2021,8,26,27.802849505562826,72.19715049443718,12.185500801150132,27.33333333333333
Barley,Peaty,5.5,17,80,7,55.0,45.0,35.0,22,2015,2,4,17.12781960754325,80.0,7.049650709566086,22.5
Sugarcane,Loamy,6.5,7,80,9,91.0,72.0,60.0,74,2022,1,7,7.023010060846806,80.0,9.119416123037384,74.33333333333333
Wheat,Clay,6.25,35,65,12,66.0,50.0,36.0,44,2016,7,25,35.38811586495605,64.61188413504395,12.218750528838374,44.33333333333333
Cotton,Loamy,6.5,15,80,3,77.0,66.0,60.0,68,2019,12,21,15.241735376329412,80.0,2.602389828584112,67.66666666666667
Rice,Loamy,6.5,23,77,8,91.0,72.0,55.00000000000001,73,2021,9,10,23.48885216251086,76.51114783748915,8.166279441722306,72.66666666666667
Rice,Sandy,6.75,22,78,4,65.0,48.0,33.0,43,2016,11,14,22.299924332568864,77.70007566743114,4.320964350328871,42.58333333333333
Sugarcane,Saline,8.0,16,80,14,84.5,66.0,54.0,17,2016,2,23,16.12741080736373,80.0,13.79315036123758,17.041666666666668
Tomato,Clay,6.25,23,77,8,60.0,45.0,40.0,42,2018,11,5,22.702989879500738,77.29701012049927,8.401088721435052,42.29166666666667
Sugarcane,Loamy,6.5,30,70,7,91.0,72.0,60.0,74,2019,4,11,29.530281519695293,70.4697184803047,6.524353572151871,74.33333333333333
Soybean,Peaty,5.5,37,63,9,49.5,45.0,38.5,22,2018,8,18,37.3724126353791,62.6275873646209,9.062665232001626,22.166666666666668
Soybean,Peaty,5.5,23,77,7,49.5,45.0,38.5,22,2019,3,20,23.35313625482271,76.64686374517728,7.464102034339348,22.166666666666668
Cotton,Sandy,6.75,16,80,11,55.00000000000001,44.0,36.0,39,2016,10,6,16.182540194791756,80.0,10.63608043625939,39.375
Sugarcane,Saline,8.0,38,62,7,84.5,66.0,54.0,17,2014,6,22,38.32635753145047,61.67364246854953,6.9368110053794325,17.041666666666668
Rice,Loamy,6.5,15,80,10,91.0,72.0,55.00000000000001,73,2014,12,11,14.844456066097036,80.0,9.800590805885973,72.66666666666667
Soybean,Sandy,6.75,25,75,9,45.0,40.0,33.0,34,2019,7,16,24.751143657975227,75.24885634202477,9.026461855071329,34.41666666666667
Tomato,Loamy,6.5,10,80,10,70.0,54.0,50.0,58,2020,1,27,9.834827537849636,80.0,10.10102306132652,58.0
Corn,Clay,6.25,13,80,14,72.0,55.00000000000001,40.0,49,2015,11,24,13.49507292271608,80.0,14.2082929317421,48.70833333333333
Potato,Sandy,6.75,22,78,15,55.00000000000001,40.0,27.0,36,2015,3,17,21.64309778177524,78.35690221822476,15.010281701749268,35.58333333333333
Potato,Peaty,5.5,23,77,10,60.50000000000001,45.0,31.5,23,2019,10,13,23.173061146915305,76.8269388530847,9.83607016598952,22.83333333333333
Tomato,Loamy,6.5,19,80,11,70.0,54.0,50.0,58,2023,4,13,18.92708469889736,80.0,11.453662372979204,58.0
Corn,Saline,8.0,41,59,13,78.0,60.50000000000001,45.0,15,2020,8,17,40.83836404869342,59.16163595130658,13.111535321061451,15.291666666666666
Tomato,Sandy,6.75,30,70,14,50.0,36.0,30.0,34,2015,4,27,30.15415915789088,69.84584084210913,14.046362868520491,33.83333333333333
Sunflower,Loamy,6.5,19,80,11,70.0,66.0,55.00000000000001,64,2022,11,12,19.39263162868303,80.0,10.860631403323495,63.66666666666666
Rice,Loamy,6.5,19,80,9,91.0,72.0,55.00000000000001,73,2021,9,17,18.62564633904148,80.0,8.691309687999103,72.66666666666667
Tomato,Clay,6.25,22,78,9,60.0,45.0,40.0,42,2023,9,24,21.89957807460064,78.10042192539936,9.353556768247527,42.29166666666667
Barley,Saline,8.0,19,80,9,65.0,55.0,45.0,14,2021,9,5,19.14493668754506,80.0,9.283677022992038,13.75
Tomato,Loamy,6.5,35,65,8,70.0,54.0,50.0,58,2018,8,2,34.66859687075871,65.3314031292413,8.275343768438896,58.0
Barley,Sandy,6.75,16,80,9,50.0,40.0,30.0,35,2014,10,19,16.429791281112728,80.0,9.20526464561052,35.0
Tomato,Peaty,5.5,35,65,5,55.0,40.5,35.0,22,2018,8,17,34.97508264791834,65.02491735208166,5.15901305423128,21.75
Potato,Loamy,6.5,16,80,11,77.0,60.0,45.0,61,2020,11,18,16.406633383699702,80.0,10.862993055755515,60.66666666666666
Tomato,Loamy,6.5,22,78,7,70.0,54.0,50.0,58,2023,1,5,21.97191362082433,78.02808637917568,7.217177983060611,58.0
Rice,Clay,6.25,36,64,12,78.0,60.0,44.0,53,2018,7,8,35.724882975235424,64.27511702476457,12.265615418688869,53.08333333333333
Wheat,Peaty,5.5,21,79,2,60.50000000000001,45.0,31.5,23,2014,4,15,21.03031662947583,78.96968337052417,1.6763894036968168,22.83333333333333
Wheat,Clay,6.25,41,59,11,66.0,50.0,36.0,44,2019,6,12,41.08259265978184,58.91740734021816,10.9771975237325,44.33333333333333
Soybean,Loamy,6.5,25,75,7,63.0,60.0,55.00000000000001,59,2016,3,5,25.21035704972355,74.78964295027644,6.54500916454692,59.333333333333336
Sugarcane,Sandy,6.75,33,67,8,65.0,48.0,36.0,43,2015,6,28,33.03105619901231,66.96894380098769,7.700815663880307,43.45833333333333
Wheat,Sandy,6.75,33,67,14,55.00000000000001,40.0,27.0,36,2014,7,17,33.47250473959754,66.52749526040246,14.087214210816576,35.58333333333333
Tomato,Clay,6.25,16,80,8,60.0,45.0,40.0,42,2014,9,24,15.955180535370998,80.0,7.977141870344242,42.29166666666667
Tomato,Loamy,6.5,25,75,6,70.0,54.0,50.0,58,2019,12,2,24.69572761334704,75.30427238665297,6.197921724331949,58.0
Tomato,Clay,6.25,38,62,10,60.0,45.0,40.0,42,2016,7,29,38.411785064566295,61.588214935433705,9.586148075829794,42.29166666666667
Rice,Saline,8.0,32,68,8,84.5,66.0,49.50000000000001,17,2022,8,9,31.9198842926742,68.0801157073258,7.660018847995405,16.666666666666668
Cotton,Saline,8.0,34,66,12,71.5,60.50000000000001,54.0,16,2021,6,30,34.39240548144977,65.60759451855023,11.645209661565024,15.5
Corn,Peaty,5.5,4,80,12,66.0,49.50000000000001,35.0,25,2019,12,3,3.6455317096401534,80.0,12.111004582368391,25.08333333333333
Potato,Sandy,6.75,13,80,9,55.00000000000001,40.0,27.0,36,2021,1,15,13.23650854494702,80.0,9.45172167611522,35.58333333333333
Wheat,Saline,8.0,27,73,6,71.5,55.0,40.5,14,2022,11,18,26.554674079578668,73.44532592042134,6.120432362017276,13.916666666666666
Sugarcane,Saline,8.0,29,71,8,84.5,66.0,54.0,17,2023,6,6,28.96994433899972,71.03005566100029,7.604805351225276,17.041666666666668
Barley,Clay,6.25,22,78,7,60.0,50.0,40.0,44,2014,11,28,22.19921443236414,77.80078556763586,6.588329078793046,43.75
Barley,Sandy,6.75,41,59,10,50.0,40.0,30.0,35,2014,6,3,41.171044123103954,58.828955876896046,10.094474686785988,35.0
Wheat,Saline,8.0,30,70,12,71.5,55.0,40.5,14,2017,6,8,30.24347159172349,69.7565284082765,12.374824726342805,13.916666666666666
Potato,Saline,8.0,18,80,15,71.5,55.0,40.5,14,2017,2,17,17.63459058367079,80.0,14.647740280156263,13.916666666666666
Barley,Clay,6.25,20,80,9,60.0,50.0,40.0,44,2021,11,16,20.310217971928616,79.68978202807139,8.946129534995546,43.75
Sugarcane,Sandy,6.75,34,66,11,65.0,48.0,36.0,43,2018,11,4,33.63673844395729,66.36326155604272,11.296838739949948,43.45833333333333
Potato,Loamy,6.5,38,62,6,77.0,60.0,45.0,61,2015,7,31,38.00784354878549,61.99215645121451,5.78632568561293,60.66666666666666
Cotton,Loamy,6.5,21,79,11,77.0,66.0,60.0,68,2022,4,5,21.156471775236646,78.84352822476336,10.74987475479216,67.66666666666667
Sugarcane,Loamy,6.5,19,80,10,91.0,72.0,60.0,74,2017,9,2,19.40238461934417,80.0,10.334017904805432,74.33333333333333
Soybean,Loamy,6.5,20,80,9,63.0,60.0,55.00000000000001,59,2015,3,5,20.487926396279374,79.51207360372062,8.55440705354583,59.333333333333336
Barley,Saline,8.0,19,80,9,65.0,55.0,45.0,14,2019,10,26,19.42881169624708,80.0,8.670758292525258,13.75
Cotton,Sandy,6.75,18,80,9,55.00000000000001,44.0,36.0,39,2018,5,4,17.878851220920865,80.0,8.619969769917907,39.375
Rice,Loamy,6.5,23,77,10,91.0,72.0,55.00000000000001,73,2017,4,15,22.53418174955573,77.46581825044427,10.152310013908073,72.66666666666667
Corn,Saline,8.0,32,68,7,78.0,60.50000000000001,45.0,15,2020,7,15,32.02297150786979,67.97702849213022,6.611197783395853,15.291666666666666
Potato,Clay,6.25,28,72,13,66.0,50.0,36.0,44,2017,3,1,28.2624360297456,71.7375639702544,13.492893203504078,44.33333333333333
Sunflower,Clay,6.25,18,80,15,60.0,55.00000000000001,44.0,46,2018,11,10,17.60294816241572,80.0,15.419803348326472,46.375
Wheat,Peaty,5.5,10,80,6,60.50000000000001,45.0,31.5,23,2020,10,22,10.381386567943924,80.0,5.934538471296047,22.83333333333333
Potato,Sandy,6.75,15,80,17,55.00000000000001,40.0,27.0,36,2021,3,23,15.03134008599709,80.0,16.937608752735933,35.58333333333333
Sugarcane,Sandy,6.75,25,75,6,65.0,48.0,36.0,43,2022,4,3,24.555339954924776,75.44466004507522,6.124415265622936,43.45833333333333
Tomato,Peaty,5.5,38,62,11,55.0,40.5,35.0,22,2016,7,21,37.80977011431817,62.19022988568183,11.186328642661158,21.75
Wheat,Loamy,6.5,30,70,5,77.0,60.0,45.0,61,2020,7,30,29.64884929417829,70.35115070582171,5.28142381856061,60.66666666666666
Wheat,Sandy,6.75,25,75,7,55.00000000000001,40.0,27.0,36,2021,5,25,24.979570610262574,75.02042938973743,7.279905025247858,35.58333333333333
Cotton,Peaty,5.5,18,80,6,60.50000000000001,49.50000000000001,42.0,25,2016,4,18,18.144030019167047,80.0,6.448339239216572,25.33333333333333
Wheat,Clay,6.25,10,80,11,66.0,50.0,36.0,44,2019,9,19,9.6332479621264,80.0,10.836954075112374,44.33333333333333
Rice,Saline,8.0,18,80,15,84.5,66.0,49.50000000000001,17,2015,4,20,17.659572902149797,80.0,14.687420486202516,16.666666666666668
Sunflower,Sandy,6.75,22,78,11,50.0,44.0,33.0,37,2021,10,27,21.60956789790637,78.39043210209363,10.726204853556704,37.04166666666667
Sunflower,Peaty,5.5,18,80,12,55.0,49.50000000000001,38.5,24,2015,11,10,17.564671444204528,80.0,11.894170971135797,23.83333333333333
Potato,Peaty,5.5,26,74,8,60.50000000000001,45.0,31.5,23,2016,4,28,26.143556626372103,73.8564433736279,8.26248239767662,22.83333333333333
Wheat,Saline,8.0,22,78,9,71.5,55.0,40.5,14,2021,3,29,22.03419314785858,77.96580685214141,8.70131136014708,13.916666666666666
Soybean,Sandy,6.75,26,74,13,45.0,40.0,33.0,34,2017,6,27,26.38327098347205,73.61672901652796,12.7254108470972,34.41666666666667
Sunflower,Saline,8.0,28,72,10,65.0,60.50000000000001,49.50000000000001,15,2020,6,21,28.006164940924503,71.9938350590755,9.51513572480328,14.583333333333334
Barley,Loamy,6.5,19,80,6,70.0,60.0,50.0,60,2019,10,10,18.76724657440181,80.0,6.194036076001822,60.0
Corn,Loamy,6.5,36,64,10,84.0,66.0,50.0,67,2023,7,6,36.12932269984763,63.87067730015237,9.952030200717733,66.66666666666667
Barley,Sandy,6.75,21,79,8,50.0,40.0,30.0,35,2021,3,31,20.945700897015247,79.05429910298476,7.624062038205775,35.0
Corn,Sandy,6.75,9,80,11,60.0,44.0,30.0,39,2020,1,18,8.842426032282356,80.0,11.146920165173276,39.08333333333333
Wheat,Loamy,6.5,34,66,10,77.0,60.0,45.0,61,2021,6,20,34.42445573429943,65.57554426570057,9.633893221065588,60.66666666666666
Sugarcane,Loamy,6.5,35,65,9,91.0,72.0,60.0,74,2017,6,15,35.016784067761925,64.98321593223807,9.35492860967092,74.33333333333333
Potato,Clay,6.25,18,80,11,66.0,50.0,36.0,44,2018,10,24,17.861342868115546,80.0,11.401387729519367,44.33333333333333
Rice,Saline,8.0,13,80,11,84.5,66.0,49.50000000000001,17,2020,1,12,13.07038704539801,80.0,10.716458481521418,16.666666666666668
Tomato,Sandy,6.75,9,80,13,50.0,36.0,30.0,34,2015,1,23,9.16216441427846,80.0,13.174408337702266,33.83333333333333
Tomato,Clay,6.25,26,74,6,60.0,45.0,40.0,42,2014,9,7,26.406193267614903,73.5938067323851,6.211405738815467,42.29166666666667
Sunflower,Sandy,6.75,28,72,10,50.0,44.0,33.0,37,2023,11,22,27.6015546844227,72.3984453155773,10.368279310053596,37.04166666666667
Soybean,Peaty,5.5,8,80,12,49.5,45.0,38.5,22,2020,12,18,8.011004651487308,80.0,12.368081503440612,22.166666666666668
Tomato,Saline,8.0,13,80,9,65.0,49.5,45.0,13,2022,9,23,13.45466766286275,80.0,8.551483094583999,13.291666666666666
Corn,Sandy,6.75,23,77,11,60.0,44.0,30.0,39,2021,10,26,22.92884928403816,77.07115071596183,11.46243089730056,39.08333333333333
Tomato,Clay,6.25,13,80,8,60.0,45.0,40.0,42,2020,10,11,12.7229710182679,80.0,8.464652075252275,42.29166666666667
Soybean,Peaty,5.5,19,80,10,49.5,45.0,38.5,22,2019,3,19,18.771457294654628,80.0,10.007134358005551,22.166666666666668
Potato,Peaty,5.5,15,80,8,60.50000000000001,45.0,31.5,23,2018,1,11,15.202299575216792,80.0,7.555121261877537,22.83333333333333
Soybean,Peaty,5.5,21,79,16,49.5,45.0,38.5,22,2015,12,10,20.528468671698587,79.47153132830141,16.063188872658362,22.166666666666668
Wheat,Peaty,5.5,24,76,13,60.50000000000001,45.0,31.5,23,2018,3,17,23.65219217261678,76.34780782738322,12.915510379785712,22.83333333333333
Tomato,Peaty,5.5,19,80,12,55.0,40.5,35.0,22,2023,10,26,19.058116977363262,80.0,11.694528867979477,21.75
Cotton,Clay,6.25,15,80,14,66.0,55.00000000000001,48.0,49,2021,12,19,14.817925760357271,80.0,13.94406487947548,49.29166666666667
Cotton,Saline,8.0,18,80,7,71.5,60.50000000000001,54.0,16,2020,5,25,17.819812364619395,80.0,6.630418638167803,15.5
Rice,Loamy,6.5,12,80,10,91.0,72.0,55.00000000000001,73,2021,1,26,12.181058313476411,80.0,10.25363316768328,72.66666666666667
Cotton,Saline,8.0,40,60,8,71.5,60.50000000000001,54.0,16,2014,7,1,40.12305657048802,59.87694342951198,7.570825492698148,15.5
Rice,Sandy,6.75,18,80,10,65.0,48.0,33.0,43,2023,2,24,18.24317542229006,80.0,9.795112537833528,42.58333333333333
Cotton,Sandy,6.75,34,66,10,55.00000000000001,44.0,36.0,39,2021,8,27,33.69225644594996,66.30774355405003,10.139456534401798,39.375
Potato,Clay,6.25,17,80,9,66.0,50.0,36.0,44,2016,12,1,17.308575065474585,80.0,9.461400407400262,44.33333333333333
Cotton,Sandy,6.75,21,79,15,55.00000000000001,44.0,36.0,39,2015,3,27,20.784807367809627,79.21519263219037,15.11787067072818,39.375
Sugarcane,Sandy,6.75,24,76,13,65.0,48.0,36.0,43,2021,10,22,23.7301200861201,76.2698799138799,12.58594080057379,43.45833333333333
Cotton,Sandy,6.75,13,80,11,55.00000000000001,44.0,36.0,39,2017,1,18,13.485960501407927,80.0,10.60763758518142,39.375
Corn,Saline,8.0,34,66,7,78.0,60.50000000000001,45.0,15,2014,8,29,33.52071079797071,66.47928920202929,6.7906628706725485,15.291666666666666
Rice,Saline,8.0,43,57,8,84.5,66.0,49.50000000000001,17,2022,6,26,42.59047776928132,57.40952223071868,8.37912552895833,16.666666666666668
Corn,Loamy,6.5,21,79,12,84.0,66.0,50.0,67,2018,5,22,21.24930436507858,78.75069563492141,12.052161019769946,66.66666666666667
Rice,Saline,8.0,18,80,12,84.5,66.0,49.50000000000001,17,2023,2,23,17.856040838242986,80.0,12.2893203577868,16.666666666666668
Potato,Loamy,6.5,22,78,9,77.0,60.0,45.0,61,2015,1,21,22.01452391981095,77.98547608018904,8.966910007969418,60.66666666666666
Sugarcane,Loamy,6.5,42,58,13,91.0,72.0,60.0,74,2019,8,20,41.57177037176188,58.42822962823812,13.289570248067765,74.33333333333333
Sunflower,Loamy,6.5,22,78,14,70.0,66.0,55.00000000000001,64,2023,4,16,21.717192471190085,78.28280752880991,13.568684583627489,63.66666666666666
Tomato,Peaty,5.5,34,66,12,55.0,40.5,35.0,22,2017,7,8,33.87022834106209,66.12977165893791,11.96752288990297,21.75
Sugarcane,Loamy,6.5,24,76,12,91.0,72.0,60.0,74,2017,10,29,24.1809186586621,75.81908134133789,11.716893356590724,74.33333333333333
Potato,Loamy,6.5,24,76,11,77.0,60.0,45.0,61,2018,5,25,24.30766976048106,75.69233023951894,10.6184339208736,60.66666666666666
Tomato,Sandy,6.75,17,80,10,50.0,36.0,30.0,34,2016,9,18,16.99443926475206,80.0,10.388540560457368,33.83333333333333
Soybean,Sandy,6.75,19,80,11,45.0,40.0,33.0,34,2019,12,24,19.243734550746264,80.0,10.67948063385768,34.41666666666667
Soybean,Sandy,6.75,20,80,6,45.0,40.0,33.0,34,2023,9,23,20.054153539782018,79.94584646021798,6.10537802366921,34.41666666666667
Rice,Peaty,5.5,38,62,4,71.5,54.0,38.5,27,2014,6,1,38.09844460806056,61.90155539193944,3.6074860079323727,27.33333333333333
Sunflower,Peaty,5.5,40,60,12,55.0,49.50000000000001,38.5,24,2018,8,11,39.93793974754711,60.062060252452895,11.972823246155851,23.83333333333333
Potato,Peaty,5.5,18,80,10,60.50000000000001,45.0,31.5,23,2022,1,8,17.805893598312288,80.0,9.597992028207338,22.83333333333333
Wheat,Saline,8.0,40,60,13,71.5,55.0,40.5,14,2021,7,13,40.43094420876072,59.569055791239286,12.778553130818675,13.916666666666666
Sunflower,Saline,8.0,16,80,13,65.0,60.50000000000001,49.50000000000001,15,2016,12,13,15.70458908767114,80.0,12.88034306269788,14.583333333333334
Sugarcane,Sandy,6.75,32,68,11,65.0,48.0,36.0,43,2019,7,20,32.107104535414514,67.89289546458548,10.842098218367044,43.45833333333333
Sugarcane,Saline,8.0,33,67,8,84.5,66.0,54.0,17,2020,8,30,33.454996116221345,66.54500388377866,7.9506112805887295,17.041666666666668
Cotton,Loamy,6.5,35,65,14,77.0,66.0,60.0,68,2022,8,9,35.07001040699467,64.92998959300533,14.137746777749898,67.66666666666667
Wheat,Clay,6.25,6,80,12,66.0,50.0,36.0,44,2023,9,6,6.22561531989394,80.0,12.48693931744879,44.33333333333333
Soybean,Loamy,6.5,29,71,7,63.0,60.0,55.00000000000001,59,2016,7,18,28.73317481307342,71.26682518692658,7.270167423022141,59.333333333333336
Rice,Loamy,6.5,26,74,11,91.0,72.0,55.00000000000001,73,2020,5,27,26.321163700743465,73.67883629925653,11.081236042889646,72.66666666666667
Sugarcane,Saline,8.0,37,63,15,84.5,66.0,54.0,17,2017,6,3,36.64015847195763,63.35984152804237,14.517105710076336,17.041666666666668
Soybean,Peaty,5.5,8,80,8,49.5,45.0,38.5,22,2017,9,27,7.85390285405172,80.0,7.841839130723647,22.166666666666668
Cotton,Loamy,6.5,7,80,12,77.0,66.0,60.0,68,2017,11,24,7.066079352180774,80.0,12.12143139370545,67.66666666666667
Barley,Saline,8.0,23,77,12,65.0,55.0,45.0,14,2021,11,28,23.44465980256566,76.55534019743433,12.104934302446,13.75
Sugarcane,Peaty,5.5,39,61,13,71.5,54.0,42.0,28,2023,6,15,38.52089323182286,61.47910676817714,12.709814586835495,27.916666666666668
Soybean,Clay,6.25,16,80,12,54.0,50.0,44.0,43,2022,12,22,15.799735286518551,80.0,12.371329615858691,43.16666666666667
Sugarcane,Loamy,6.5,30,70,8,91.0,72.0,60.0,74,2014,6,10,30.3927448828554,69.6072551171446,8.303821089143796,74.33333333333333
Rice,Loamy,6.5,24,76,4,91.0,72.0,55.00000000000001,73,2018,11,7,23.98308506225913,76.01691493774086,3.814720798994108,72.66666666666667
Sugarcane,Saline,8.0,23,77,9,84.5,66.0,54.0,17,2014,9,7,23.486190231951564,76.51380976804843,8.957425172443426,17.041666666666668
